temperature,rainfall,supply,demand,current_price,next_day_price
30.46,0.0,8911.75,8852.67,3590.32,3370.18
30.5,0.0,85.9,69.07,2614.15,2503.54
33.13,0.0,999.55,1006.8,7232.87,7415.03
29.77,11.76,1098.8,1392.19,5874.47,5632.99
27.23,0.0,2892.81,2684.42,9240.55,9075.5
28.43,0.0,12218.8,9057.0,2021.58,2118.25
32.41,0.0,17113.1,12274.93,3115.18,3090.37
30.01,0.0,731.21,752.16,8227.26,8145.61
31.29,0.0,956.26,864.35,8789.96,9036.22
32.55,0.0,43100.59,44284.94,2698.28,2551.55
28.58,1.05,29425.38,25247.66,682.01,648.02
32.87,0.0,11859.07,12084.93,2151.17,2257.2
31.44,7.23,34741.67,31897.57,686.55,669.24
25.31,0.0,33199.04,28073.21,678.54,666.24
35.48,0.0,1111.33,923.49,6113.63,5973.68
28.1,0.0,18712.0,14292.78,2240.05,2227.37
23.71,0.0,11168.51,13807.03,2241.48,2378.33
26.03,0.0,20728.53,19284.45,2618.11,2723.38
26.12,5.96,140.66,148.72,12350.09,11942.5
30.2,0.0,11603.08,9788.93,2276.01,2323.37
28.96,4.17,1064.07,846.65,7367.15,7509.83
28.72,0.0,232.65,208.21,4138.69,3996.56
32.35,0.0,46.13,48.9,4941.88,5261.0
31.29,0.0,1103.78,926.46,2233.53,2271.61
31.2,0.0,1379.52,1091.09,7737.93,7461.12
31.56,0.0,91.25,85.08,2584.1,2520.79
32.34,0.59,19658.04,19229.33,2946.78,3072.02
21.99,6.49,16798.24,20561.45,2298.47,2319.17
28.62,2.13,906.4,894.04,8406.87,8306.78
21.72,0.0,82.2,87.12,2603.83,2556.36
30.14,7.03,887.89,930.53,6826.28,6620.31
29.98,11.57,1038.83,836.23,5843.31,5677.81
33.97,1.52,2.4,1.84,6768.77,5069.59
34.51,3.9,2273.8,1720.77,6365.26,6279.73
30.77,2.74,608.42,450.14,7986.36,7455.36
28.1,10.23,164.2,177.95,17093.52,20098.72
31.84,3.07,861.61,828.72,8325.81,8286.59
27.99,0.0,44177.96,41667.15,2738.83,2859.67
29.99,3.22,7564.79,4311.3,1796.21,1694.74
33.75,0.0,2.26,2.68,6798.72,4972.03
27.88,2.58,2655.21,2171.55,7805.98,8151.12
33.06,1.71,10141.9,12126.83,3581.86,3477.37
32.57,0.0,282.7,198.36,8813.77,8173.23
26.37,0.0,1602.58,1326.99,8562.85,8665.66
33.7,0.0,43.65,25.73,5066.87,5128.52
32.65,0.0,2132.99,2036.52,2232.18,2254.44
30.39,0.0,2320.84,1771.96,7651.72,7446.98
27.1,1.26,18182.26,14404.08,2259.17,2232.23
26.74,1.71,15702.76,11844.01,3528.04,3529.73
27.96,1.07,23.23,24.29,3356.68,3558.73
32.06,0.0,23.72,23.89,3361.62,3512.51
26.37,0.0,22.3,26.66,3487.42,3683.64
31.66,0.0,309.26,251.75,6613.7,6234.85
25.28,3.58,144.29,143.32,12595.7,12468.14
29.22,0.0,40732.63,30311.02,621.15,678.59
30.42,0.0,739.96,644.2,7366.8,7408.19
39.29,0.0,20675.02,16366.61,2525.43,2573.61
24.77,4.95,103.01,106.74,2565.32,2409.7
35.59,0.0,1180.48,1214.5,2243.24,2259.3
30.57,5.05,9.99,10.75,16506.79,16539.88
31.56,4.82,38062.61,30903.91,669.09,634.08
30.45,2.56,42.51,45.38,4917.5,5118.15
31.69,0.0,13056.02,11798.58,3569.33,3668.21
29.42,0.0,83.31,73.15,6188.01,4247.95
35.53,0.0,101.11,79.64,5802.58,3757.74
28.27,0.0,954.64,813.37,8434.13,8253.36
34.3,2.2,88.63,101.65,6156.85,4187.69
27.55,0.0,99.27,97.06,2532.45,2431.96
29.77,0.0,133.1,125.89,17192.05,20190.81
25.93,0.0,34408.94,31233.9,676.86,668.5
31.73,0.84,367.1,460.87,8553.11,8095.21
35.49,0.0,87.74,93.86,6089.45,3721.2
29.71,2.68,924.08,768.42,8432.36,8260.35
29.25,0.0,1713.36,1518.35,8103.96,8252.44
25.76,5.93,599.33,562.84,7992.04,7542.86
29.13,0.81,14230.67,13503.21,3638.9,3607.63
23.95,0.0,26.8,23.0,3431.76,3544.47
26.53,0.0,8534.56,8553.74,1833.57,1813.14
30.86,0.0,902.02,1008.57,8733.93,8883.29
35.01,0.0,650.06,458.96,7836.86,7243.36
40.68,0.0,138.61,96.75,12563.87,11513.06
27.77,2.18,282.16,246.74,8661.54,7521.3
35.45,2.7,3342.21,2797.21,5506.73,5507.8
30.93,0.0,269.69,322.08,6721.2,6463.65
29.43,0.62,2814.57,3000.85,5731.52,5850.62
31.64,0.0,291.25,303.58,8380.62,7375.5
30.24,2.11,2622.92,2334.41,7940.86,7951.23
30.42,0.0,221.85,194.65,3983.89,3820.96
28.45,9.74,985.61,754.03,8423.03,8098.67
24.69,5.66,47.77,51.78,4890.23,5243.8
24.13,0.0,956.32,979.21,8583.55,9110.09
32.48,0.0,2.24,2.43,6570.88,4920.9
28.95,0.0,7838.14,7029.19,1825.38,1857.51
27.73,6.13,1609.18,1509.84,8311.82,8339.23
30.03,0.0,882.0,832.27,8346.43,8299.48
33.02,3.57,1099.47,1144.55,7438.83,7211.79
30.69,0.74,266.39,189.94,8647.73,7511.26
27.51,4.34,8.8,9.29,16915.3,17321.04
34.66,0.0,368.82,327.94,9011.65,8373.42
36.0,0.0,274.85,202.23,6493.11,5981.57
31.88,6.82,26.13,16.83,3368.22,3483.07
33.7,0.0,95.25,83.7,3837.07,4224.67
34.72,12.28,102.69,117.43,2571.08,2479.16
34.29,0.0,11689.14,13193.41,2062.83,2142.29
32.33,0.0,631.71,603.76,7338.91,7154.43
32.27,2.72,2270.97,2706.8,7317.44,7341.51
31.97,0.0,18689.75,16860.77,2261.43,2266.92
25.83,0.0,717.31,773.6,7178.66,7051.59
32.66,0.0,1108.21,931.84,5791.46,5587.72
24.85,0.0,28.4,24.96,3553.29,3715.42
26.98,7.77,809.23,707.54,8883.09,9038.36
34.95,0.0,9.2,5.54,17480.33,17533.04
33.19,0.0,1.96,2.12,6772.85,5034.59
35.65,0.0,10.4,8.28,16875.61,16936.46
28.97,2.88,2622.83,2165.13,7992.0,8097.75
25.62,0.0,864.87,675.53,9023.85,9183.68
29.09,5.78,908.79,836.09,7211.7,7036.7
30.39,2.47,9.69,11.38,17833.86,18129.46
30.3,0.0,18605.82,22537.75,3028.6,3096.89
34.31,7.24,359.0,247.93,8524.95,7710.69
28.63,1.02,26.2,23.12,3437.35,3459.45
31.34,0.0,38187.49,29296.05,2669.4,2661.16
26.24,0.0,248.44,268.54,8466.83,7598.66
31.71,0.55,39059.86,37187.12,647.0,651.7
30.01,2.2,2084.27,1749.96,6364.87,6350.07
27.15,1.81,36275.23,34625.24,662.88,630.04
29.1,1.81,1764.12,1527.35,8378.04,8639.47
29.3,0.0,2191.5,2520.64,7491.78,7807.21
28.97,6.59,12192.92,12547.56,8183.19,8230.43
36.73,4.22,731.42,724.3,8904.27,8967.38
29.63,0.0,1001.72,550.94,7505.7,7320.82
29.07,0.0,49.74,45.57,4769.77,4863.37
22.03,0.0,9177.83,11559.22,1933.1,2014.01
26.6,18.82,1840.61,2211.14,8278.44,8271.45
29.0,0.0,2345.18,1565.19,7472.65,7346.73
27.39,1.0,256.86,230.08,6563.99,6254.5
35.25,0.0,18476.39,13308.25,2929.34,2993.13
29.37,0.0,711.46,827.65,8100.01,7625.2
34.9,3.44,160.93,151.05,12372.92,12931.37
30.23,0.0,53.79,43.63,4993.44,5133.06
30.14,6.05,14354.48,13609.69,8006.33,7850.21
29.66,0.0,2733.73,1522.67,5796.19,5756.59
30.01,1.64,231.78,179.53,2438.47,2572.48
36.53,0.0,19570.25,17337.55,2548.25,2620.62
21.19,10.0,17094.76,19338.74,2229.87,2164.67
22.39,4.01,2627.69,1865.43,7784.87,8051.26
27.94,0.0,2623.34,2305.97,2253.88,2267.53
30.06,0.0,18283.14,19398.87,2980.69,3090.58
32.62,0.0,1118.43,784.09,5944.11,5606.22
31.8,5.59,397.28,382.84,8348.75,7934.55
28.54,0.67,2.19,2.06,6818.95,4904.2
33.87,0.0,1754.85,1994.88,8119.67,8336.65
33.91,0.0,29436.91,25442.1,660.26,635.04
30.7,1.53,233.27,209.45,3936.78,3714.91
33.66,0.0,40831.79,41556.38,631.08,660.09
31.04,0.07,3259.28,2373.94,5852.77,5891.13
27.87,0.0,3320.92,2995.06,5569.56,5543.92
32.65,4.59,99.73,85.63,5897.2,3966.36
30.42,6.85,3414.11,3159.45,5886.98,5783.92
30.01,0.0,1303.76,1354.28,7761.14,7687.0
35.6,0.0,127.66,123.06,12873.14,11936.48
20.69,0.0,233.07,203.02,2372.4,2431.81
24.61,2.28,45.19,44.31,5041.41,5306.97
25.49,0.0,40018.84,46250.86,662.19,688.86
28.62,1.55,1246.76,1019.98,8018.9,7656.19
29.03,0.72,10973.95,10414.55,2165.25,2261.24
24.27,0.0,7047.2,6535.04,1853.67,1900.1
26.26,6.42,6758.76,6483.71,1826.01,1922.65
26.73,0.0,16881.28,12008.25,2166.13,2135.98
39.34,1.81,539.0,576.03,8050.46,7159.0
36.85,0.0,131.0,100.94,17581.18,20923.14
28.44,3.26,1063.7,1155.27,5754.34,5520.67
28.62,5.2,732.32,631.33,7194.65,7046.99
25.63,13.34,308.19,281.06,8674.65,7689.14
22.75,0.07,7987.81,9055.13,1851.0,1818.61
29.56,0.0,285.95,303.63,8779.05,7943.05
26.21,12.89,30998.75,31727.45,662.89,626.45
29.68,6.94,40913.48,43215.07,633.02,628.99
23.92,3.95,230.84,215.11,2343.98,2441.23
27.1,0.0,93.64,87.67,3406.54,3703.25
30.56,0.0,1420.46,1170.43,7800.34,7514.55
31.39,4.14,150.82,159.08,12906.46,12534.92
31.59,0.0,103.74,84.39,2488.62,2389.38
24.98,6.72,96.24,114.03,6099.71,3953.9
33.25,7.72,1.84,1.64,6689.02,4749.55
26.96,9.93,3520.03,3452.64,5790.16,5687.38
32.4,0.0,17744.28,17953.54,2201.07,2239.69
29.96,8.94,18595.87,17839.71,2167.67,2161.26
24.77,0.0,238.46,216.92,4000.91,3756.12
28.8,0.0,164.04,151.41,11581.05,12660.26
31.39,4.7,1178.3,1243.8,2205.15,2201.49
32.33,0.0,145.0,117.92,12630.95,11906.96
29.46,0.0,1070.93,969.77,7646.05,7671.47
35.82,0.0,1174.58,1041.28,7411.23,7385.87
33.83,0.0,2064.18,2101.48,6498.01,6268.24
29.02,5.14,2.1,1.95,6511.96,4801.64
32.85,0.0,3072.37,3551.84,7738.31,7876.79
37.35,0.0,12267.88,10476.69,8104.36,7866.49
37.45,4.24,31508.44,27065.16,689.45,649.11
25.33,0.0,567.68,524.57,8123.91,7550.89
26.48,9.86,2.25,1.79,6706.93,4932.29
35.64,14.52,2223.42,1776.72,7831.81,7656.87
25.98,7.56,24.83,22.35,3391.13,3528.13
24.97,3.11,1172.9,1315.51,6016.7,5789.75
28.15,0.0,11198.83,10375.13,2086.21,2126.99
31.6,1.33,34148.33,28954.42,676.89,655.52
29.61,0.0,1853.94,2028.31,7821.55,8206.37
27.53,0.0,250.82,288.95,3877.66,3673.13
27.44,2.63,302.46,339.26,8842.2,7862.6
27.29,0.0,291.28,237.92,3858.63,3642.51
26.66,9.94,1405.74,1279.89,7957.49,7654.08
38.67,11.06,251.18,292.91,2489.14,2550.37
31.13,9.69,2197.02,2165.66,7393.95,7322.13
33.37,0.0,263.98,227.64,6460.3,6041.81
28.14,0.0,2941.72,3035.03,7778.37,7942.0
29.29,1.36,942.17,1008.8,7042.47,6954.95
27.29,0.0,35920.73,30757.7,668.16,664.78
20.0,0.0,317.89,321.3,8762.54,7963.63
24.76,5.84,25351.81,28000.86,3055.61,3018.43
23.12,0.4,2456.38,1966.2,6594.83,6558.38
21.45,1.97,2378.2,2332.79,7730.12,7895.18
25.46,0.0,759.12,600.65,9063.75,9380.28
35.03,0.0,2690.95,2023.83,7666.78,7751.1
29.83,2.23,14813.77,12607.73,3542.19,3430.36
34.9,0.0,654.95,627.03,8029.63,7411.72
31.56,0.0,13428.36,11622.87,8254.97,8127.16
32.97,0.0,3311.11,2686.56,5647.87,5626.52
26.58,0.0,92.03,87.22,3594.33,3985.26
31.99,0.0,296.59,221.69,8832.26,7853.66
32.77,0.0,8.09,7.79,16834.87,17321.24
27.81,4.12,38.63,42.8,5014.62,5135.94
32.13,0.0,42575.95,38154.61,2784.14,2757.63
32.15,4.44,37772.67,33862.29,2691.64,2702.82
27.91,0.0,12689.88,12497.14,2166.79,2269.8
25.73,2.91,8477.94,5707.87,1881.36,1953.64
25.5,0.0,11274.22,11523.97,2058.5,2251.66
30.33,0.0,256.38,346.7,2461.98,2566.94
31.24,0.0,37152.13,33264.88,631.98,656.37
26.99,0.0,139.27,128.32,11782.19,12735.19
30.1,0.0,828.04,847.5,7575.96,7147.3
32.17,9.95,2540.97,2991.04,7821.85,7841.88
32.35,1.09,8.88,9.29,16749.44,17061.55
35.9,0.0,267.85,156.11,4104.49,3803.04
34.85,0.0,2318.12,2248.02,7685.19,7815.43
26.2,1.94,17731.63,23240.38,2186.45,2179.17
36.4,2.32,150.4,147.09,12331.96,13064.45
27.98,0.0,42077.21,32418.89,649.15,661.91
33.97,3.76,40163.46,38181.99,623.14,637.41
30.26,0.0,3191.03,2358.66,9104.42,8977.77
28.43,4.75,276.49,309.94,8653.6,7566.65
23.13,0.0,1031.04,853.08,6081.27,6078.82
29.35,0.0,2537.84,2371.12,7374.31,7283.58
24.07,0.0,13542.32,11314.13,2192.69,2308.37
33.68,1.21,9.55,7.89,17822.79,17756.52
35.76,0.0,246.95,270.03,6479.83,6312.23
26.97,7.67,7745.71,7616.6,1895.52,1818.58
31.15,0.85,1438.82,1206.04,2196.95,2256.34
27.24,1.84,1306.99,1024.11,7704.69,7691.43
27.61,0.0,1942.95,1306.23,8364.05,8402.95
32.94,0.0,36903.67,26834.96,644.81,651.91
29.85,0.0,826.03,773.62,7172.51,7104.31
36.61,1.55,242.76,248.53,3994.41,3649.38
28.17,1.33,103.08,88.43,3551.46,3886.51
33.8,0.0,1632.87,1824.06,8341.95,8631.41
30.37,5.4,8882.61,7452.02,3610.59,3413.02
33.02,0.0,287.08,249.34,6528.79,6256.22
28.3,0.0,253.35,197.37,3977.7,3751.1
29.81,0.0,259.28,274.8,3985.07,3640.02
29.56,3.63,2703.53,3327.48,7405.64,7473.4
26.82,0.0,142.38,98.58,13038.73,12237.44
32.52,0.0,2063.43,1767.21,2138.13,2133.95
32.47,6.27,419.53,464.56,8325.15,7573.69
32.26,0.0,48.62,34.23,4904.01,5074.39
35.84,0.0,1110.14,1070.5,2129.24,2116.2
35.51,0.0,82.19,86.95,6246.53,4102.41
28.58,0.0,852.22,800.66,7190.88,7045.38
31.42,0.0,1277.98,1263.33,7908.24,7666.25
27.63,0.0,879.3,1038.22,8215.21,8178.97
30.09,4.66,899.93,1089.71,7213.87,7231.63
27.72,0.0,21932.53,20287.56,2482.64,2609.4
36.16,1.54,8615.94,7019.36,1842.41,1785.26
31.38,0.0,928.6,727.01,7299.38,7533.24
29.17,0.0,41009.19,43541.35,2641.82,2680.24
34.54,0.0,865.52,606.5,6727.51,6459.24
21.75,0.0,1057.7,988.03,2114.45,2203.92
22.35,0.0,38088.53,37338.11,2757.63,2713.68
33.02,0.0,2.04,1.7,6839.09,5065.5
30.23,4.5,32177.56,31398.45,691.94,659.12
30.95,2.86,2984.29,3834.1,8144.78,8382.16
24.96,0.0,347.5,324.29,8887.28,7975.86
29.91,1.13,43.0,37.16,4882.66,5101.59
37.61,2.8,93.37,95.96,5846.43,3701.54
33.13,1.35,148.77,139.86,17745.9,21524.17
30.64,0.0,7775.08,8689.73,1907.79,1808.37
28.33,0.0,2183.65,2081.17,2379.4,2467.38
28.5,0.0,9728.48,8699.37,3632.0,3654.92
21.91,0.0,429.72,308.9,8898.26,8629.76
30.98,0.0,22500.61,15466.09,2550.39,2691.44
33.21,1.64,273.73,178.0,9032.16,7925.49
24.01,0.75,937.25,948.53,8668.4,8941.19
27.49,0.0,2267.18,1687.61,2182.47,2168.03
25.6,0.0,91.86,103.08,5929.3,3838.38
26.33,0.0,2578.24,2439.64,6166.4,6211.84
30.2,0.0,7654.69,6771.3,1846.15,1822.12
22.08,4.53,2150.05,1865.16,2277.1,2283.22
32.33,0.0,2387.17,2370.73,6298.75,5964.64
32.86,5.29,9946.7,8070.13,2139.34,2161.88
29.05,0.56,264.34,208.83,6712.75,6185.77
20.57,1.44,3006.25,3453.26,5442.8,5656.76
26.21,0.56,221.58,220.39,2512.28,2524.88
34.69,0.0,2635.47,2263.87,6274.63,6070.44
20.0,0.0,14792.17,15824.67,3582.82,3605.69
28.68,0.0,1735.37,1612.46,8436.83,8406.62
25.52,2.6,2020.5,2042.59,2316.51,2327.5
33.06,0.0,25.8,20.31,3406.92,3483.67
27.43,8.33,27.2,34.23,3234.52,3407.93
31.54,0.0,765.7,635.26,7197.76,6713.33
32.15,0.0,11857.34,13338.91,2147.26,2187.8
36.98,0.0,1860.32,1584.42,8093.1,7780.41
29.23,1.78,252.78,264.09,8772.46,7486.57
31.43,0.0,608.0,616.64,7728.57,7409.13
24.36,0.0,19320.22,21530.81,2866.0,3120.56
34.52,0.0,1191.94,923.96,2212.34,2253.57
27.11,8.59,30832.74,34603.65,660.41,628.88
27.87,7.42,20904.61,25523.5,2534.42,2620.03
29.92,0.0,306.99,271.47,6544.12,6349.32
24.06,0.21,31289.4,30079.81,690.54,669.75
30.87,0.0,2165.49,1822.27,2237.46,2224.22
33.68,3.01,1397.11,1203.58,2180.11,2216.56
31.11,0.0,1151.83,1327.96,2151.84,2193.19
23.96,0.0,13583.96,11079.54,2161.26,2236.42
29.53,10.53,99.02,82.49,2630.13,2498.17
32.82,0.0,1006.77,1136.25,8450.35,8262.52
22.86,0.0,1164.23,1222.73,5956.39,5943.79
25.92,6.09,7726.51,9779.57,1933.59,1868.57
33.33,0.79,607.6,510.46,7529.85,6937.88
31.03,0.0,7398.67,6892.01,1809.74,1902.51
31.57,4.07,25.35,21.15,3398.36,3483.77
37.07,4.36,22161.34,20280.11,2513.97,2603.92
31.78,0.0,1737.7,1148.52,8086.81,7921.98
32.5,3.81,24.56,24.96,3255.99,3323.74
40.3,0.0,96.99,87.63,2458.65,2299.06
29.19,7.22,2551.96,2413.42,6289.28,6301.77
26.97,0.0,670.68,592.57,7785.42,6991.17
31.63,0.0,7371.81,5786.73,1813.59,1852.07
31.67,0.0,30403.7,30764.62,671.17,665.22
28.0,0.0,238.32,183.04,3946.26,3645.08
26.08,11.24,14492.94,15365.08,8246.79,8116.12
38.78,4.59,1899.0,2233.42,8274.34,8332.2
31.24,0.0,340.69,381.75,8627.63,8033.33
27.22,0.0,862.54,626.19,8357.92,8597.84
33.48,0.0,815.56,672.0,8024.19,8004.43
29.59,0.0,802.4,787.55,7171.2,7067.87
29.04,0.0,2387.72,2186.97,2170.56,2144.74
32.14,0.1,973.32,692.69,7454.27,7303.32
25.09,2.11,17416.2,17622.71,2910.31,3032.92
31.34,0.0,215.97,196.65,4027.63,3674.81
37.27,0.0,236.62,270.78,3855.65,3599.69
31.77,7.46,397.41,359.16,8483.13,7711.87
28.57,0.0,2.27,2.48,6795.88,4955.88
28.07,0.0,50.33,37.95,5050.63,5316.73
28.44,0.0,2268.01,1781.37,7721.31,7714.81
29.03,0.0,178.93,183.73,11963.85,13133.55
28.56,0.0,3096.74,3345.52,5734.12,5723.36
33.48,3.01,259.15,201.39,2528.12,2615.32
23.41,0.0,1555.35,1497.63,8000.24,8208.79
33.28,7.28,820.28,603.75,7023.78,6705.79
28.56,0.0,12086.13,10917.23,2286.34,2376.88
31.43,5.91,667.29,702.14,7745.71,7237.12
25.72,0.0,2305.57,2039.97,7499.56,7714.51
35.05,0.0,99.22,84.82,2507.25,2292.69
34.73,0.0,18270.33,13399.97,2760.27,2878.98
33.65,0.0,1253.56,1012.07,2188.91,2227.5
24.24,0.0,106.11,127.41,3616.91,4089.97
33.15,6.25,98.83,92.53,5865.27,3892.27
31.54,0.0,1240.88,956.03,7780.79,7520.08
23.9,0.0,2.35,2.15,6854.71,5014.37
29.91,0.0,8362.26,5827.78,1821.38,1778.09
31.39,3.4,2293.32,1796.4,7611.62,7649.4
32.11,2.46,1152.11,1276.08,5822.44,5743.92
30.67,3.09,2.36,2.14,6573.98,4786.37
31.11,2.12,96.93,115.01,2525.61,2458.75
35.6,2.4,221.11,195.16,2357.08,2402.34
34.66,4.96,3415.63,3097.5,5738.42,5693.45
20.0,0.0,1089.22,1165.17,2167.69,2262.42
28.79,6.2,2085.92,1205.39,2270.5,2243.23
29.37,6.29,28092.4,27462.89,3094.6,3078.91
23.34,0.0,10041.37,9570.32,3684.4,3596.9
30.36,3.78,1043.26,1190.39,7204.21,7268.76
34.75,0.0,1225.37,1257.95,7970.41,7800.44
25.87,0.0,835.38,656.66,7157.03,7180.22
31.28,0.0,18589.83,20192.82,2201.97,2245.93
26.52,8.91,10.88,10.23,17512.44,18032.35
27.45,0.97,78.79,64.03,5894.12,3934.03
35.61,0.0,13240.53,12100.66,8299.09,8148.22
27.94,0.0,18268.25,16514.18,3072.64,3159.79
31.76,0.0,9.95,11.19,17386.38,17493.35
22.89,0.0,6975.01,7047.2,1858.02,1837.11
37.08,4.23,1039.03,959.3,5535.78,5372.46
32.29,0.0,1046.54,1080.4,7676.06,7761.83
29.31,0.0,45.72,49.25,4952.32,5081.69
32.19,0.0,306.83,311.92,8577.4,7769.12
24.64,5.55,103.77,121.73,3649.15,4044.05
34.49,0.0,265.93,260.14,6478.08,6018.11
28.77,3.95,8487.22,8204.31,3626.59,3578.29
29.22,0.0,149.06,163.69,13103.7,12993.78
28.13,0.0,816.48,749.92,6987.39,6766.59
27.79,3.13,12964.35,12321.39,2130.69,2233.46
32.64,0.0,23.77,27.22,3508.88,3679.26
30.97,0.89,34198.75,39150.95,651.88,682.36
32.48,0.0,45.87,41.47,5092.58,5348.52
29.97,5.37,44361.58,38957.78,2735.66,2657.47
31.95,1.14,839.49,938.29,7218.12,7426.39
28.41,4.6,138.61,146.93,12178.4,11945.94
38.47,0.0,42.8,39.09,4802.05,4879.49
24.04,0.43,431.85,394.02,8641.84,7951.48
34.79,5.94,91.67,88.14,3407.74,3731.62
35.2,0.0,250.61,221.98,6566.61,6165.76
26.76,0.0,857.34,725.67,7248.31,7039.94
38.47,0.4,33402.46,29689.75,672.28,683.49
33.78,0.0,13071.45,12214.77,2105.83,2139.92
33.69,0.85,12454.25,10570.01,2102.17,2111.3
30.11,3.57,1177.33,1248.18,7464.67,7508.31
29.17,0.0,2.29,2.53,6758.78,4938.85
29.2,3.22,373.73,401.18,8447.31,7860.81
31.48,7.76,130.29,117.71,17703.86,20704.72
35.32,0.0,31761.84,31567.08,656.47,625.47
30.69,13.25,1012.63,992.16,7496.92,7494.81
26.54,0.0,240.3,184.49,4033.93,3838.84
33.13,0.0,246.23,245.09,3949.61,3620.85
33.5,1.58,8707.48,8061.05,1889.11,1886.67
32.49,0.0,238.18,302.05,4004.39,3750.58
32.83,14.11,42128.4,49014.59,661.25,671.22
28.97,0.0,20185.44,20704.97,2572.85,2698.23
26.47,0.0,86.17,84.11,6058.55,4011.82
26.7,0.0,41717.5,40162.1,2618.21,2654.47
23.79,1.81,3077.84,2536.12,5617.83,5829.54
30.9,0.38,846.67,569.5,7437.62,7382.25
29.68,13.77,273.71,233.97,8879.09,7525.91
28.33,10.2,1020.85,984.26,5706.08,5540.54
20.0,3.99,149.64,104.92,17329.33,21734.08
25.26,2.54,3401.33,3001.38,5369.11,5286.73
34.26,0.0,7173.38,6167.52,1823.72,1858.99
27.47,0.61,873.29,792.45,7390.11,7352.63
31.37,4.98,11356.38,9528.52,2129.86,2186.36
24.72,9.55,142.59,134.33,17302.18,20927.1
35.47,0.0,981.04,1107.15,7688.59,7769.94
29.45,0.0,30003.44,30483.02,3048.97,2993.16
31.1,7.94,41724.51,36162.17,653.94,675.62
38.84,0.0,162.37,139.22,13084.43,12303.5
35.76,0.0,1036.46,913.6,5996.73,5727.6
28.84,8.18,37024.25,31551.81,2646.29,2599.54
27.75,0.0,30266.13,24995.2,667.08,625.22
28.76,0.0,2073.03,2215.85,2165.16,2170.35
31.94,0.0,32623.2,27716.82,2646.67,2734.77
29.6,0.0,815.07,626.9,6989.11,6999.84
28.5,3.49,2259.65,2117.1,7141.88,7213.47
35.58,0.72,1167.19,1057.42,7271.69,7134.0
29.57,2.4,12196.35,8001.28,2217.12,2269.99
38.74,10.06,26828.51,24202.34,3058.34,2959.09
30.34,7.42,93.83,100.32,6035.06,4186.96
36.78,0.0,149.01,140.44,12767.94,12443.64
31.36,2.5,2906.62,3586.88,8580.18,8478.69
33.66,0.0,156.96,168.44,12238.4,13168.29
27.25,0.0,115.78,131.92,12231.6,11908.95
26.76,2.67,345.58,463.82,8362.39,7725.67
31.75,5.21,153.69,159.3,11942.21,12507.65
33.76,0.0,267.63,246.3,6658.83,6173.3
30.15,1.63,130.21,138.27,12699.08,12218.31
25.11,0.0,255.12,222.22,6316.47,6055.35
24.83,0.0,2864.7,2767.56,5593.53,5515.43
24.58,0.0,40744.61,35116.02,2610.47,2638.01
23.28,0.0,26.06,26.48,3349.85,3503.23
30.42,0.0,308.73,255.08,8952.19,7768.32
34.28,0.0,3100.1,2474.44,8709.74,8336.48
29.95,0.0,143.26,140.13,12048.52,12958.98
21.41,0.0,19015.05,18107.23,2977.29,3107.32
29.28,10.88,801.81,559.69,7390.0,7380.15
29.38,9.2,44.52,33.69,4922.13,4910.73
37.96,4.89,3195.09,2336.15,5820.73,5483.47
24.46,0.0,51.25,42.51,4917.31,5173.61
28.52,6.69,3298.25,3343.37,9079.81,8840.12
36.48,3.78,7172.22,6647.79,1780.75,1814.34
31.71,0.0,2.31,2.44,6258.09,4536.25
